Gender,Education_Level,Income_Level,Urban_Rural,Profession,Dowry_Amount_Lakhs
Male,Graduate,Low,Urban,Teacher,13.66
Male,Postgraduate,Middle,Urban,Software Engineer,28.07
Male,Postgraduate,Middle,Rural,Teacher,10.19
Male,Graduate,Middle,Urban,Doctor,33.43
Female,School,Low,Urban,Teacher,9.65
Female,Graduate,High,Urban,Government Officer,13.39
Male,Postgraduate,Middle,Urban,Teacher,5.17
Female,School,High,Rural,Software Engineer,12.57
Female,School,High,Urban,Government Officer,20.09
Female,School,Middle,Rural,Business Owner,11.85
Female,Graduate,Low,Rural,Software Engineer,22.97
Female,Graduate,Middle,Rural,Farmer,7.57
Female,Postgraduate,Middle,Rural,Doctor,21.66
Male,School,Low,Urban,Teacher,7.19
Male,School,High,Rural,Teacher,5.81
Male,Graduate,Low,Urban,Software Engineer,25.65
Male,Postgraduate,Low,Urban,Teacher,13.19
Male,Postgraduate,Middle,Rural,Teacher,10.41
Female,School,Low,Urban,Business Owner,9.89
Male,Graduate,Low,Urban,Teacher,7.64
Male,School,Low,Rural,Teacher,14.55
Female,Graduate,High,Rural,Business Owner,10.71
Female,Postgraduate,High,Rural,Farmer,3.51
Male,School,Middle,Urban,Teacher,10.5
Female,School,Middle,Urban,Farmer,5.36
Female,School,High,Rural,Business Owner,19.49
Female,Postgraduate,Low,Rural,Doctor,26.5
Female,School,Middle,Urban,Teacher,14.66
Male,Postgraduate,Middle,Urban,Software Engineer,25.71
Female,Graduate,Low,Rural,Government Officer,21.4
Male,Postgraduate,Low,Urban,Doctor,31.61
Male,Graduate,Low,Urban,Teacher,11.05
Female,Postgraduate,Low,Rural,Software Engineer,10.22
Female,Postgraduate,Low,Rural,Government Officer,17.1
Female,School,High,Urban,Business Owner,10.63
Male,Postgraduate,Low,Urban,Teacher,9.34
Female,School,Middle,Urban,Farmer,7.23
Female,Graduate,High,Urban,Farmer,4.15
Female,Graduate,Middle,Rural,Business Owner,8.28
Female,School,Low,Urban,Doctor,17.76
Female,Graduate,Middle,Rural,Farmer,10.72
Male,Postgraduate,Low,Urban,Government Officer,21.83
Female,School,Middle,Rural,Farmer,10.19
Female,School,Middle,Urban,Government Officer,15.59
Female,School,Low,Urban,Farmer,5.12
Male,Graduate,Middle,Rural,Business Owner,8.45
Female,Graduate,High,Urban,Business Owner,13.67
Male,Postgraduate,Middle,Rural,Farmer,6.44
Male,Postgraduate,High,Rural,Doctor,31.72
Female,School,High,Rural,Software Engineer,23.64
Female,Postgraduate,Middle,Urban,Farmer,4.3
Female,Graduate,High,Urban,Teacher,14.87
Male,Postgraduate,High,Urban,Software Engineer,25.41
Male,Graduate,Middle,Rural,Farmer,9.48
Male,Postgraduate,Low,Urban,Government Officer,14.82
Male,Graduate,Low,Urban,Teacher,14.05
Male,Graduate,High,Rural,Doctor,24.48
Male,Postgraduate,High,Rural,Software Engineer,15.95
Female,Postgraduate,Low,Rural,Software Engineer,23.1
Female,Graduate,High,Rural,Teacher,7.12
Male,School,Low,Urban,Doctor,33.15
Female,Postgraduate,Middle,Rural,Farmer,10.69
Female,Graduate,High,Rural,Doctor,24.3
Male,Postgraduate,Middle,Urban,Farmer,4.72
Male,Postgraduate,Low,Urban,Software Engineer,19.93
Female,Postgraduate,Low,Rural,Farmer,4.34
Male,Postgraduate,Middle,Urban,Software Engineer,15.4
Male,Postgraduate,High,Urban,Business Owner,13.79
Female,School,Middle,Rural,Teacher,5.21
Male,School,Middle,Urban,Doctor,30.31
Female,School,High,Rural,Government Officer,14.56
Female,Graduate,Low,Urban,Teacher,13.67
Female,School,Middle,Urban,Farmer,3.2
Female,School,Middle,Urban,Business Owner,14.39
Female,Graduate,Low,Urban,Teacher,12.77
Male,School,Middle,Rural,Software Engineer,14.76
Male,Postgraduate,Low,Rural,Teacher,12.08
Male,School,High,Urban,Farmer,9.49
Male,School,Low,Urban,Teacher,11.38
Female,School,Low,Urban,Teacher,8.64
Female,Postgraduate,Middle,Rural,Farmer,10.07
Male,Postgraduate,Low,Urban,Government Officer,20.17
Female,Postgraduate,Low,Rural,Business Owner,15.08
Male,Postgraduate,Middle,Urban,Teacher,13.19
Male,Graduate,Low,Rural,Teacher,7.45
Male,Postgraduate,Middle,Rural,Government Officer,15.02
Female,Postgraduate,High,Urban,Doctor,22.73
Female,Postgraduate,Low,Rural,Teacher,5.73
Female,Postgraduate,High,Urban,Farmer,6.04
Female,Graduate,Low,Rural,Farmer,6.66
Male,School,Low,Rural,Teacher,9.95
Female,School,High,Urban,Doctor,20.08
Female,Postgraduate,High,Rural,Farmer,11.16
Female,Postgraduate,Middle,Urban,Teacher,7.85
Male,Postgraduate,Middle,Rural,Teacher,13.52
Male,School,High,Urban,Teacher,9.45
Female,School,Low,Rural,Business Owner,16.62
Female,Postgraduate,Middle,Rural,Farmer,4.0
Female,School,Low,Urban,Software Engineer,20.89
Female,Graduate,Middle,Rural,Business Owner,19.53
Male,Postgraduate,Middle,Urban,Doctor,28.33
Female,Postgraduate,Middle,Urban,Business Owner,17.84
Female,Graduate,High,Rural,Business Owner,11.13
Female,Graduate,Low,Urban,Government Officer,22.4
Male,School,High,Urban,Doctor,22.03
Male,Graduate,Middle,Urban,Doctor,24.7
Female,Postgraduate,High,Urban,Doctor,18.76
Female,School,High,Urban,Business Owner,13.83
Female,Graduate,High,Urban,Doctor,25.31
Female,School,Low,Rural,Farmer,8.6
Female,School,High,Urban,Government Officer,23.29
Male,School,High,Urban,Teacher,8.05
Male,School,High,Rural,Business Owner,19.81
Male,Graduate,High,Urban,Teacher,13.48
Female,Postgraduate,High,Urban,Teacher,9.03
Male,Postgraduate,High,Urban,Business Owner,10.72
Male,Graduate,High,Rural,Farmer,3.64
Male,Postgraduate,Middle,Rural,Business Owner,10.81
Female,School,High,Urban,Doctor,32.69
Female,School,High,Urban,Government Officer,15.8
Male,School,Low,Rural,Business Owner,9.66
Female,Graduate,Middle,Urban,Teacher,5.23
Male,School,High,Rural,Business Owner,11.57
Male,School,Low,Urban,Government Officer,14.81
Male,Graduate,High,Urban,Software Engineer,12.04
Male,School,High,Rural,Farmer,11.56
Female,School,High,Urban,Teacher,7.68
Female,Postgraduate,High,Rural,Software Engineer,10.12
Female,Graduate,High,Rural,Software Engineer,28.89
Female,School,Low,Urban,Government Officer,19.52
Male,School,High,Urban,Farmer,3.75
Female,School,Low,Rural,Business Owner,8.38
Male,School,High,Rural,Software Engineer,12.16
Female,Postgraduate,Low,Urban,Doctor,26.83
Female,Postgraduate,Middle,Urban,Business Owner,8.74
Female,Postgraduate,High,Urban,Farmer,8.11
Male,Postgraduate,Middle,Urban,Teacher,11.53
Male,Graduate,Middle,Rural,Business Owner,9.77
Male,School,Middle,Rural,Government Officer,18.35
Male,Postgraduate,High,Urban,Government Officer,24.53
Female,School,Middle,Rural,Teacher,13.36
Male,Graduate,Low,Urban,Teacher,12.23
Male,School,High,Rural,Teacher,10.18
Female,School,Middle,Rural,Government Officer,17.13
Female,Postgraduate,High,Urban,Farmer,7.06
Male,Postgraduate,Middle,Urban,Farmer,9.88
Female,Graduate,Low,Urban,Business Owner,14.65
Male,School,High,Urban,Software Engineer,25.29
Female,Postgraduate,High,Rural,Software Engineer,29.4
Male,Postgraduate,Middle,Rural,Doctor,27.81
Male,Postgraduate,Low,Urban,Government Officer,19.84
Male,Graduate,High,Rural,Teacher,9.06
Male,School,Middle,Rural,Farmer,4.77
Male,Postgraduate,Low,Urban,Business Owner,12.49
Female,School,Low,Urban,Farmer,7.68
Male,Graduate,Low,Urban,Government Officer,12.45
Male,School,Low,Rural,Doctor,24.52
Male,Postgraduate,High,Urban,Farmer,10.76
Male,School,High,Urban,Software Engineer,29.53
Male,School,Low,Rural,Business Owner,18.27
Female,Graduate,Middle,Rural,Software Engineer,13.44
Female,Graduate,Middle,Rural,Business Owner,9.86
Male,School,Low,Rural,Teacher,8.93
Female,School,Low,Urban,Business Owner,10.71
Male,School,Middle,Rural,Teacher,11.76
Female,Graduate,Low,Urban,Government Officer,13.1
Female,Graduate,Low,Urban,Software Engineer,18.87
Male,School,High,Rural,Business Owner,11.36
Female,Graduate,High,Urban,Business Owner,15.14
Female,Postgraduate,Low,Urban,Doctor,30.94
Male,Graduate,Low,Rural,Software Engineer,28.47
Male,Graduate,High,Rural,Government Officer,24.53
Female,Graduate,Low,Rural,Teacher,8.51
Female,Postgraduate,High,Urban,Government Officer,23.13
Female,Postgraduate,High,Urban,Doctor,26.84
Male,Postgraduate,Middle,Rural,Government Officer,21.0
Female,School,High,Rural,Teacher,13.51
Female,School,Middle,Rural,Software Engineer,12.6
Female,Postgraduate,Middle,Rural,Farmer,11.53
Male,School,High,Rural,Doctor,25.95
Male,School,Low,Rural,Business Owner,12.03
Male,School,High,Rural,Business Owner,12.06
Male,Postgraduate,Middle,Urban,Software Engineer,25.02
Female,Graduate,High,Rural,Farmer,9.11
Male,Postgraduate,High,Rural,Government Officer,21.48
Female,Postgraduate,Middle,Rural,Business Owner,11.04
Female,School,High,Rural,Doctor,18.4
Female,School,High,Urban,Farmer,9.5
Female,Graduate,Middle,Rural,Teacher,7.98
Male,Graduate,Low,Urban,Government Officer,14.89
Male,Graduate,Middle,Urban,Farmer,4.93
Male,Graduate,Middle,Urban,Teacher,6.48
Male,Postgraduate,High,Rural,Farmer,6.84
Male,Graduate,Middle,Rural,Farmer,5.35
Female,Postgraduate,High,Urban,Government Officer,23.62
Male,School,High,Urban,Doctor,28.78
Male,Graduate,High,Rural,Teacher,12.44
Male,School,Middle,Urban,Doctor,23.07
Male,School,Middle,Urban,Teacher,11.0
Female,Postgraduate,High,Rural,Government Officer,18.51
Female,Graduate,Low,Rural,Doctor,18.35
Female,Postgraduate,Low,Urban,Government Officer,12.62
Female,School,Middle,Urban,Farmer,9.15
Female,Graduate,High,Rural,Farmer,4.09
Male,School,High,Rural,Government Officer,12.75
Female,School,Middle,Rural,Teacher,9.42
Female,Graduate,Low,Urban,Farmer,9.64
Female,Graduate,Middle,Rural,Teacher,12.69
Male,Graduate,Middle,Urban,Doctor,32.47
Male,Postgraduate,High,Urban,Business Owner,10.39
Female,Postgraduate,Middle,Rural,Farmer,11.87
Male,School,Low,Rural,Farmer,9.87
Male,Graduate,Middle,Rural,Software Engineer,13.14
Female,School,High,Rural,Teacher,13.41
Male,School,Low,Urban,Government Officer,18.49
Male,School,High,Urban,Software Engineer,11.33
Male,School,Middle,Urban,Doctor,17.64
Female,School,Middle,Urban,Software Engineer,18.68
Female,Graduate,Middle,Rural,Software Engineer,20.61
Female,Postgraduate,High,Urban,Business Owner,19.37
Male,Graduate,Middle,Rural,Business Owner,10.59
Female,Graduate,Low,Rural,Software Engineer,19.48
Male,Graduate,Low,Urban,Business Owner,10.71
Male,Postgraduate,High,Urban,Business Owner,14.7
Male,Postgraduate,High,Urban,Software Engineer,28.19
Female,Postgraduate,High,Urban,Teacher,10.68
Female,Graduate,Middle,Urban,Business Owner,14.12
Female,Postgraduate,Low,Rural,Software Engineer,25.0
Female,School,Low,Rural,Teacher,6.48
Male,Postgraduate,Low,Urban,Farmer,11.15
Female,Graduate,High,Urban,Business Owner,14.93
Male,Graduate,High,Urban,Software Engineer,23.73
Female,School,Middle,Urban,Business Owner,17.83
Female,Postgraduate,High,Urban,Teacher,11.35
Female,Postgraduate,Low,Urban,Software Engineer,22.82
Male,School,Middle,Rural,Teacher,12.3
Male,Graduate,High,Rural,Farmer,3.47
Male,Graduate,High,Urban,Government Officer,16.97
Male,Postgraduate,Low,Urban,Doctor,34.26
Male,Postgraduate,Middle,Rural,Government Officer,15.35
Female,Postgraduate,High,Urban,Business Owner,14.51
Male,Postgraduate,High,Urban,Teacher,6.75
Male,Postgraduate,Middle,Urban,Software Engineer,16.47
Male,Graduate,Middle,Rural,Teacher,12.17
Male,Graduate,High,Urban,Business Owner,15.72
Female,Graduate,High,Rural,Software Engineer,18.29
Male,Graduate,Low,Urban,Government Officer,24.19
Female,School,Middle,Urban,Teacher,12.75
Female,Graduate,High,Rural,Doctor,20.36
Female,School,High,Urban,Farmer,7.19
Male,Graduate,High,Rural,Farmer,10.9
Female,Postgraduate,High,Rural,Business Owner,8.27
Male,Postgraduate,Low,Urban,Business Owner,14.98
Male,Postgraduate,Middle,Rural,Teacher,7.32
Male,School,High,Rural,Government Officer,12.83
Male,Graduate,Middle,Urban,Government Officer,23.87
Male,Graduate,Middle,Urban,Doctor,31.33
Female,School,High,Urban,Doctor,18.71
Female,School,High,Rural,Teacher,13.37
Male,School,High,Urban,Software Engineer,12.93
Female,School,Low,Urban,Government Officer,18.19
Male,School,High,Urban,Software Engineer,24.52
Female,Postgraduate,Middle,Urban,Software Engineer,20.68
Female,Graduate,Middle,Rural,Teacher,13.51
Female,School,Low,Urban,Doctor,27.34
Female,Postgraduate,High,Urban,Software Engineer,18.64
Female,School,High,Urban,Teacher,14.25
Male,Postgraduate,Low,Urban,Doctor,15.73
Male,School,Low,Urban,Software Engineer,19.77
Female,Graduate,High,Rural,Software Engineer,23.22
Male,School,High,Urban,Doctor,31.72
Female,School,Middle,Urban,Farmer,7.87
Male,Graduate,High,Rural,Doctor,32.71
Female,Graduate,High,Urban,Business Owner,13.12
Female,School,Middle,Rural,Business Owner,11.81
Female,Graduate,Middle,Rural,Teacher,14.74
Male,Graduate,Middle,Rural,Teacher,11.67
Male,Postgraduate,Middle,Rural,Government Officer,17.54
Female,Graduate,Low,Urban,Business Owner,18.54
Female,Graduate,Middle,Urban,Doctor,28.66
Male,School,Low,Rural,Business Owner,15.66
Male,School,Middle,Rural,Farmer,9.56
Male,Postgraduate,Middle,Rural,Teacher,12.38
Male,School,Middle,Rural,Farmer,7.44
Male,Graduate,High,Rural,Teacher,9.19
Female,Graduate,Low,Urban,Farmer,11.18
Male,Graduate,Middle,Rural,Teacher,9.97
Female,School,High,Urban,Doctor,19.32
Female,Graduate,Low,Rural,Farmer,7.69
Male,Graduate,Low,Rural,Software Engineer,10.69
Male,Postgraduate,High,Urban,Teacher,12.23
Female,Postgraduate,Low,Rural,Business Owner,9.52
Male,Postgraduate,High,Urban,Software Engineer,12.23
Female,School,Middle,Urban,Business Owner,19.36
Male,Graduate,High,Rural,Teacher,12.73
Male,Graduate,Low,Rural,Doctor,23.28
Male,Graduate,Low,Urban,Software Engineer,14.79
Female,Postgraduate,Middle,Urban,Software Engineer,26.87
Male,Graduate,High,Rural,Teacher,14.69
Female,Graduate,Middle,Urban,Farmer,7.58
Male,Graduate,High,Rural,Teacher,10.8
Female,Graduate,High,Rural,Teacher,7.43
Male,Graduate,High,Rural,Government Officer,19.66
Female,School,Middle,Urban,Doctor,23.01
Female,Graduate,Middle,Rural,Farmer,10.61
Female,School,Low,Urban,Doctor,22.54
Female,Graduate,Middle,Urban,Teacher,11.49
Female,School,High,Rural,Government Officer,14.65
Female,Graduate,High,Urban,Teacher,5.91
Male,Graduate,High,Urban,Teacher,5.4
Female,Graduate,Middle,Urban,Doctor,23.31
Female,Graduate,Low,Urban,Government Officer,14.13
Female,Postgraduate,Middle,Urban,Doctor,34.87
Male,Graduate,Low,Rural,Teacher,12.98
Male,School,Middle,Rural,Business Owner,16.32
Male,Postgraduate,High,Urban,Software Engineer,26.07
Female,Postgraduate,Low,Rural,Farmer,5.36
Male,Graduate,Middle,Rural,Teacher,13.79
Male,School,High,Rural,Farmer,11.96
Female,School,Low,Urban,Government Officer,15.77
Female,Postgraduate,Low,Urban,Business Owner,19.82
Male,School,High,Rural,Farmer,5.88
Female,Graduate,High,Rural,Farmer,3.11
Female,Graduate,Middle,Rural,Government Officer,16.77
Female,Graduate,Middle,Urban,Teacher,14.98
Female,Graduate,High,Urban,Teacher,11.35
Male,Graduate,Middle,Rural,Software Engineer,23.91
Female,Postgraduate,High,Urban,Government Officer,15.1
Male,Graduate,High,Urban,Business Owner,9.75
Male,Graduate,Middle,Urban,Software Engineer,27.71
Male,Postgraduate,Middle,Rural,Government Officer,17.37
Male,Postgraduate,Low,Urban,Teacher,5.04
Female,Postgraduate,Low,Urban,Software Engineer,15.88
Female,School,Middle,Rural,Teacher,6.96
Female,School,Middle,Rural,Doctor,27.08
Male,Graduate,Middle,Rural,Doctor,30.12
Male,Graduate,Low,Urban,Software Engineer,19.95
Male,Graduate,Middle,Urban,Software Engineer,13.72
Female,School,Low,Urban,Government Officer,12.75
Male,Graduate,Low,Urban,Business Owner,11.76
Female,Graduate,Low,Urban,Business Owner,17.67
Female,School,Low,Urban,Doctor,23.39
Female,Postgraduate,High,Rural,Doctor,20.05
Female,School,Middle,Urban,Doctor,15.41
Male,Graduate,Middle,Urban,Teacher,9.96
Female,School,High,Rural,Business Owner,16.22
Male,Postgraduate,Middle,Rural,Software Engineer,13.81
Female,Postgraduate,Low,Urban,Doctor,25.74
Male,Postgraduate,High,Urban,Farmer,6.79
Male,Postgraduate,Low,Rural,Government Officer,21.15
Female,Postgraduate,High,Urban,Software Engineer,27.21
Female,Postgraduate,Low,Rural,Software Engineer,16.14
Female,Graduate,Middle,Rural,Software Engineer,28.1
Male,Graduate,Middle,Urban,Business Owner,16.48
Female,School,Middle,Rural,Doctor,15.74
Female,Graduate,High,Urban,Government Officer,22.29
Male,Postgraduate,Middle,Rural,Teacher,9.95
Female,Graduate,High,Rural,Government Officer,24.29
Male,School,Low,Rural,Government Officer,16.21
Female,Postgraduate,Middle,Urban,Farmer,8.32
Male,Graduate,Low,Urban,Government Officer,24.43
Male,Graduate,Middle,Urban,Teacher,7.71
Female,School,Low,Urban,Government Officer,18.14
Male,Postgraduate,High,Urban,Farmer,9.77
Female,School,Middle,Urban,Government Officer,20.98
Female,Postgraduate,High,Rural,Doctor,31.77
Male,Postgraduate,High,Rural,Farmer,7.68
Female,Graduate,Low,Urban,Doctor,21.38
Male,School,Middle,Urban,Doctor,25.7
Male,School,High,Urban,Software Engineer,17.0
Male,School,Low,Rural,Farmer,4.59
Male,Postgraduate,Low,Urban,Government Officer,19.21
Male,School,Low,Urban,Business Owner,8.58
Male,Postgraduate,Middle,Urban,Business Owner,8.44
Male,School,Middle,Rural,Business Owner,8.77
Male,School,Low,Rural,Teacher,11.73
Female,Graduate,Middle,Rural,Doctor,23.14
Female,School,Low,Rural,Doctor,24.88
Male,Graduate,Middle,Urban,Doctor,21.87
Female,Graduate,Middle,Urban,Farmer,5.28
Female,Postgraduate,Low,Urban,Teacher,8.58
Female,School,Low,Rural,Government Officer,14.51
Female,School,Middle,Urban,Software Engineer,23.58
Female,School,Low,Rural,Farmer,3.92
Female,Graduate,Low,Urban,Doctor,25.34
Male,School,Low,Urban,Government Officer,18.2
Female,Postgraduate,Low,Urban,Business Owner,11.62
Female,Postgraduate,Middle,Urban,Software Engineer,12.05
Female,School,High,Rural,Business Owner,16.44
Female,Graduate,Middle,Rural,Government Officer,19.4
Male,Postgraduate,Low,Rural,Government Officer,22.52
Male,Postgraduate,Low,Urban,Business Owner,10.83
Male,Graduate,Middle,Rural,Farmer,10.12
Male,Postgraduate,Low,Urban,Software Engineer,15.84
Female,Graduate,Middle,Urban,Business Owner,9.35
Male,Postgraduate,High,Urban,Business Owner,9.62
Male,Graduate,Low,Urban,Farmer,4.99
Male,Postgraduate,High,Urban,Business Owner,16.19
Male,School,High,Rural,Software Engineer,14.88
Female,Postgraduate,Low,Rural,Teacher,11.04
Male,Postgraduate,Low,Urban,Software Engineer,15.13
Female,School,Middle,Urban,Farmer,6.29
Male,School,Middle,Rural,Business Owner,18.68
Female,School,Low,Urban,Doctor,25.01
Female,School,Middle,Rural,Doctor,27.01
Male,Graduate,High,Urban,Government Officer,14.46
Male,Graduate,High,Rural,Teacher,6.32
Male,Postgraduate,Low,Urban,Farmer,6.72
Male,Postgraduate,Middle,Rural,Government Officer,23.12
Female,Postgraduate,Low,Urban,Government Officer,15.13
Female,Graduate,High,Urban,Doctor,27.43
Male,Postgraduate,Low,Urban,Software Engineer,27.44
Male,Postgraduate,Low,Urban,Government Officer,24.15
Female,Graduate,Low,Urban,Government Officer,24.92
Male,Postgraduate,Low,Rural,Teacher,12.63
Female,Graduate,High,Urban,Doctor,16.5
Male,Graduate,Low,Urban,Software Engineer,27.43
Female,School,Low,Urban,Teacher,13.86
Female,School,Middle,Urban,Software Engineer,21.15
Female,Graduate,Low,Rural,Software Engineer,11.35
Female,Graduate,Middle,Rural,Government Officer,18.2
Female,School,Low,Rural,Teacher,7.11
Male,Postgraduate,Middle,Urban,Government Officer,17.75
Female,Postgraduate,Low,Urban,Business Owner,16.69
Male,Postgraduate,Middle,Urban,Software Engineer,23.35
Female,Graduate,Low,Urban,Teacher,12.8
Female,School,Low,Urban,Doctor,24.53
Male,Postgraduate,Middle,Rural,Government Officer,18.64
Male,School,Low,Rural,Business Owner,19.23
Male,School,Low,Rural,Farmer,8.68
Male,Graduate,Low,Urban,Business Owner,16.97
Female,Postgraduate,Low,Rural,Business Owner,15.97
Male,School,High,Rural,Government Officer,20.33
Female,Graduate,Low,Urban,Doctor,33.27
Male,Graduate,High,Rural,Teacher,8.56
Male,Graduate,High,Urban,Software Engineer,18.55
Female,Postgraduate,Low,Urban,Doctor,22.6
Female,Postgraduate,Middle,Urban,Government Officer,21.95
Male,Graduate,Middle,Urban,Farmer,10.82
Female,Postgraduate,Low,Urban,Teacher,8.58
Female,Postgraduate,High,Rural,Software Engineer,12.85
Female,School,Middle,Urban,Farmer,7.45
Female,Graduate,Low,Urban,Teacher,14.84
Female,Graduate,Low,Rural,Software Engineer,14.07
Female,Postgraduate,High,Urban,Software Engineer,19.04
Female,Graduate,Middle,Urban,Business Owner,11.26
Female,Graduate,Low,Rural,Farmer,11.3
Male,Graduate,Middle,Rural,Farmer,7.96
Female,Postgraduate,Low,Urban,Government Officer,19.52
Male,Postgraduate,Low,Rural,Doctor,15.17
Female,Postgraduate,Low,Urban,Business Owner,15.83
Female,School,High,Rural,Business Owner,11.68
Female,Graduate,High,Rural,Teacher,10.13
Female,School,High,Urban,Farmer,7.78
Male,Postgraduate,Middle,Urban,Software Engineer,21.84
Male,School,High,Urban,Software Engineer,26.47
Female,Graduate,High,Rural,Teacher,7.99
Male,Graduate,Middle,Rural,Farmer,5.31
Female,Postgraduate,Middle,Rural,Government Officer,22.35
Female,Postgraduate,Middle,Urban,Software Engineer,24.37
Male,School,Middle,Rural,Business Owner,10.71
Male,Postgraduate,High,Urban,Business Owner,8.01
Female,School,High,Urban,Farmer,8.99
Female,Graduate,Middle,Rural,Software Engineer,13.14
Male,Graduate,High,Rural,Software Engineer,29.14
Female,Graduate,Low,Rural,Government Officer,19.86
Male,Graduate,High,Rural,Farmer,10.65
Female,Graduate,Low,Rural,Software Engineer,26.11
Female,School,Middle,Urban,Government Officer,19.25
Male,Graduate,Middle,Rural,Business Owner,13.26
Male,School,High,Urban,Government Officer,18.46
Male,Graduate,Middle,Rural,Software Engineer,26.06
Female,School,High,Rural,Doctor,27.81
Female,School,High,Urban,Farmer,4.85
Female,School,High,Rural,Software Engineer,22.19
Female,Postgraduate,High,Rural,Doctor,23.09
Male,School,Low,Urban,Business Owner,8.74
Female,School,Low,Urban,Farmer,6.43
Female,Graduate,Middle,Rural,Teacher,7.28
Female,School,Low,Rural,Farmer,10.55
Male,School,Middle,Rural,Business Owner,9.26
Female,Postgraduate,Middle,Urban,Business Owner,12.33
Female,Graduate,High,Rural,Business Owner,16.35
Male,Postgraduate,High,Rural,Government Officer,23.67
Female,Postgraduate,High,Rural,Business Owner,12.02
Female,Postgraduate,High,Urban,Teacher,11.06
Male,School,High,Rural,Software Engineer,17.47
Female,Postgraduate,High,Urban,Doctor,19.06
Female,Postgraduate,Low,Urban,Farmer,5.93
Female,Graduate,Middle,Urban,Farmer,8.72
Male,Graduate,Middle,Urban,Business Owner,16.6
Female,Graduate,High,Urban,Doctor,22.41
Female,Graduate,Low,Rural,Business Owner,9.83
Male,Postgraduate,High,Urban,Government Officer,13.81
Male,Graduate,Low,Rural,Doctor,31.25
Female,School,Low,Rural,Business Owner,15.84
Female,Postgraduate,Middle,Urban,Business Owner,16.74
Female,Graduate,Middle,Urban,Teacher,9.88
Female,Postgraduate,Low,Urban,Teacher,9.57
Male,Graduate,Middle,Urban,Teacher,7.11
Female,Postgraduate,Low,Rural,Government Officer,14.19
Male,Graduate,Low,Rural,Doctor,18.08
Male,School,Low,Urban,Government Officer,24.89
Female,Graduate,Middle,Urban,Software Engineer,26.42
Female,Postgraduate,High,Rural,Business Owner,15.51
Male,Postgraduate,Middle,Rural,Business Owner,10.57
Male,School,High,Urban,Business Owner,12.05
Female,Postgraduate,Middle,Rural,Teacher,8.51
Male,School,Middle,Rural,Business Owner,13.73
Female,Postgraduate,High,Rural,Teacher,9.22
Female,Postgraduate,Low,Urban,Software Engineer,28.68
Male,School,High,Urban,Government Officer,21.37
Male,Postgraduate,Low,Rural,Government Officer,13.06
Female,Postgraduate,Low,Urban,Government Officer,16.68
Male,School,Middle,Rural,Teacher,6.33
Female,Graduate,Middle,Rural,Farmer,5.51
Female,School,Middle,Urban,Farmer,11.63
Female,Postgraduate,Middle,Urban,Doctor,29.11
Male,Graduate,Middle,Rural,Farmer,3.07
Female,Graduate,High,Urban,Doctor,21.58
Female,Graduate,High,Urban,Software Engineer,18.77
Female,School,High,Urban,Doctor,27.05
Female,Graduate,High,Urban,Software Engineer,19.99
Female,Graduate,Middle,Rural,Business Owner,8.84
Female,Graduate,High,Rural,Government Officer,18.7
Female,Postgraduate,High,Urban,Farmer,4.17
Female,School,Low,Rural,Teacher,10.19
Female,School,Middle,Urban,Software Engineer,14.92
Female,Postgraduate,High,Urban,Farmer,4.3
Female,Graduate,High,Urban,Teacher,7.88
Male,Postgraduate,High,Rural,Teacher,6.0
Female,Postgraduate,Middle,Rural,Government Officer,15.69
Female,Graduate,High,Rural,Business Owner,18.4
Female,Graduate,Low,Urban,Business Owner,11.69
Male,School,Middle,Rural,Doctor,24.4
Female,Graduate,Low,Rural,Farmer,7.68
Male,Postgraduate,Middle,Urban,Business Owner,10.14
Female,Postgraduate,High,Urban,Government Officer,17.74
Female,Graduate,Middle,Urban,Farmer,10.68
Male,School,Middle,Urban,Teacher,5.81
Female,Postgraduate,Middle,Rural,Software Engineer,28.46
Male,Graduate,Low,Rural,Software Engineer,27.42
Male,School,Middle,Urban,Business Owner,18.27
Female,School,High,Urban,Doctor,18.97
Female,Postgraduate,Middle,Urban,Software Engineer,19.69
Female,Postgraduate,Middle,Urban,Doctor,27.32
Female,School,High,Rural,Software Engineer,12.0
Male,School,High,Urban,Doctor,26.14
Male,School,Low,Urban,Doctor,31.8
Female,Graduate,High,Rural,Teacher,14.37
Male,Postgraduate,High,Urban,Government Officer,15.62
Male,School,High,Urban,Software Engineer,15.77
Female,Postgraduate,Middle,Urban,Farmer,5.44
Male,Postgraduate,Low,Urban,Business Owner,9.84
Male,Postgraduate,High,Urban,Government Officer,17.6
Female,School,High,Rural,Teacher,12.84
Male,Graduate,High,Rural,Teacher,12.12
Female,School,Middle,Rural,Teacher,14.0
Male,Postgraduate,Middle,Rural,Business Owner,12.27
Female,School,Low,Urban,Software Engineer,21.44
Male,School,Low,Urban,Software Engineer,25.33
Male,Postgraduate,Middle,Urban,Doctor,32.96
Female,Postgraduate,High,Urban,Doctor,32.44
Female,School,High,Urban,Farmer,7.19
Female,School,Low,Urban,Doctor,33.14
Female,School,High,Rural,Business Owner,13.33
Male,School,Middle,Urban,Government Officer,23.74
Male,Graduate,Low,Urban,Software Engineer,25.54
Male,School,Middle,Rural,Doctor,19.43
Female,Graduate,Middle,Rural,Business Owner,19.16
Male,Postgraduate,High,Urban,Business Owner,10.91
Male,Graduate,Middle,Rural,Farmer,11.18
Female,Postgraduate,Middle,Rural,Doctor,27.3
